Content,Type,ID,Flavour,BrewID,12,16,24,32,Other
,IBU,2385,American Pale Wheat Ale,120,Watermelon Wheat,,,,
20,IBU,2389,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
20,IBU,2390,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
20,IBU,2391,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
20,IBU,2392,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
20,IBU,2393,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
20,IBU,2394,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
20,IBU,2395,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
20,IBU,2396,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
20,IBU,2397,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
20,IBU,2398,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
20,IBU,2399,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
20,IBU,2400,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
28,IBU,2427,American Pale Wheat Ale,105,Suncaster Summer Wheat,,,,
,IBU,2431,American Pale Wheat Ale,26,,Bobblehead,,,
11,IBU,2459,American Pale Wheat Ale,87,,Blackberry Wheat,,,
,IBU,2464,American Pale Wheat Ale,24,,Coconoats,,,
,IBU,2489,American Pale Wheat Ale,77,Little Boss,,,,
,IBU,2494,American Pale Wheat Ale,76,Oberon,,,,
,IBU,2577,American Pale Wheat Ale,35,Summer Wheat,,,,
64,IBU,2617,American Pale Wheat Ale,21,,Citra Faced,,,
,IBU,2648,American Pale Wheat Ale,6,Whitewater,,,,
19,IBU,2661,American Pale Wheat Ale,4,Park,,,,
0.05,AP,35,American Pale Wheat Ale,336,Montana Trout Slayer Ale (2009),,,,
0.048,AP,72,American Pale Wheat Ale,82,Sunshine Wheat Beer (2009),,,,
0.045,AP,109,American Pale Wheat Ale,529,Floppin' Crappie,,,,
0.059,AP,130,American Pale Wheat Ale,135,Morning Wood Wheat (Current),,,,
0.05,AP,141,American Pale Wheat Ale,131,Point Nude Beach Summer Wheat (2010),,,,
0.042,AP,180,American Pale Wheat Ale,192,Island Wheat,,,,
0.055,AP,313,American Pale Wheat Ale,375,Mana Wheat,,,,
0.062,AP,390,American Pale Wheat Ale,541,Whitsun,,,,
0.045,AP,397,American Pale Wheat Ale,391,SummerBright Ale,,,,
0.042,AP,403,American Pale Wheat Ale,143,,Narragansett Summer Ale,,,
0.05,AP,412,American Pale Wheat Ale,45,Halcyon Unfiltered Wheat,,,,
0.053,AP,420,American Pale Wheat Ale,366,Washita Wheat,,,,
0.046,AP,451,American Pale Wheat Ale,190,Panorama Wheat Ale,,,,
0.047,AP,453,American Pale Wheat Ale,299,Saranac Summer Ale (2011),,,,
0.045,AP,457,American Pale Wheat Ale,538,Dundee Summer Wheat Beer,,,,
0.05,AP,477,American Pale Wheat Ale,536,White Water Wheat,,,,
0.048,AP,508,American Pale Wheat Ale,301,,Endless Summer Ale (2011),,,
0.042,AP,581,American Pale Wheat Ale,88,312 Urban Wheat Ale (2012),,,,
0.048,AP,610,American Pale Wheat Ale,234,UFO White,,,,
0.052,AP,630,American Pale Wheat Ale,46,,Apollo,,,
0.05,AP,676,American Pale Wheat Ale,45,,Halcyon Unfiltered Wheat,,,
0.047,AP,707,American Pale Wheat Ale,292,Celsius Summer Ale (2012),,,,
0.05,AP,766,American Pale Wheat Ale,336,Montana Trout Slayer Ale (2012),,,,
0.05,AP,772,American Pale Wheat Ale,131,Point Nude Beach Summer Wheat (2011),,,,
0.05,AP,816,American Pale Wheat Ale,131,Point Nude Beach Summer Wheat,,,,
0.044,AP,824,American Pale Wheat Ale,500,Tonganoxie Honey Wheat,,,,
0.044,AP,893,American Pale Wheat Ale,418,,Wheat the People,,,
0.04,AP,902,American Pale Wheat Ale,399,,Dead Horse Amber,,,
0.051,AP,975,American Pale Wheat Ale,385,Shipyard Summer Ale,,,,
0.047,AP,1038,American Pale Wheat Ale,295,Wachusett Summer,,,,
0.047,AP,1052,American Pale Wheat Ale,326,Honey Wheat,,,,
0.047,AP,1053,American Pale Wheat Ale,470,Pete's Wicked Summer Brew (1996),,,,
0.047,AP,1054,American Pale Wheat Ale,470,Pete's Wicked Summer Brew (1997),,,,
0.047,AP,1055,American Pale Wheat Ale,470,Pete's Wicked Summer Brew (2002),,,,
0.047,AP,1061,American Pale Wheat Ale,470,Pete's Wicked Summer Brew (1995),,,,
0.055,AP,1066,American Pale Wheat Ale,327,,Akari Shogun American Wheat Ale,,,
0.042,AP,1093,American Pale Wheat Ale,143,Narragansett Summer Ale,,,,
,AP,1095,American Pale Wheat Ale,467,Orange Grove Wheat Ale,,,,
0.06,AP,1108,American Pale Wheat Ale,464,Sweet As Pacific Ale,,,,
0.046,AP,1115,American Pale Wheat Ale,277,Shenanigans Summer Ale,,,,
0.053,AP,1144,American Pale Wheat Ale,300,Samuel Adams Summer Ale,,,,
0.046,AP,1150,American Pale Wheat Ale,309,Woolybugger Wheat,,,,
0.059,AP,1197,American Pale Wheat Ale,457,Wagon Box Wheat Beer,,,,
0.047,AP,1209,American Pale Wheat Ale,292,Summer Swelter,,,,
0.052,AP,1225,American Pale Wheat Ale,131,,Point Nude Beach Summer Wheat,,,
0.048,AP,1228,American Pale Wheat Ale,360,Mad Beach,,,,
0.052,AP,1243,American Pale Wheat Ale,141,,Tropical Heatwave,,,
0.05,AP,1324,American Pale Wheat Ale,428,Schlafly Yakima Wheat Ale,,,,
0.06,AP,1329,American Pale Wheat Ale,30,I.W.A. (2011),,,,
0.048,AP,1338,American Pale Wheat Ale,83,Old Chico Crystal Wheat,,,,
0.045,AP,1381,American Pale Wheat Ale,301,,Endless Sun Ale,,,
0.05,AP,1484,American Pale Wheat Ale,356,Summer Paradise,,,,
0.047,AP,1494,American Pale Wheat Ale,209,,Fortunate Islands,,,
0.042,AP,1522,American Pale Wheat Ale,391,Agave Wheat,,,,
0.05,AP,1564,American Pale Wheat Ale,380,1800 Big Log Wheat (2012),,,,
0.055,AP,1632,American Pale Wheat Ale,175,In the Weeds,,,,
0.05,AP,1662,American Pale Wheat Ale,256,,Wet Hot American Wheat Ale,,,
0.048,AP,1690,American Pale Wheat Ale,82,Sunshine Wheat Beer,,,,
0.052,AP,1707,American Pale Wheat Ale,82,,Snapshot,,,
0.05,AP,1712,American Pale Wheat Ale,336,Montana Trout Slayer Ale,,,,
0.055,AP,1799,American Pale Wheat Ale,308,Are Wheat There Yet?,,,,
0.042,AP,1829,American Pale Wheat Ale,88,312 Urban Wheat Ale,,,,
0.05,AP,1870,American Pale Wheat Ale,60,Contact High,,,,
0.05,AP,1930,American Pale Wheat Ale,266,Summer Session Ale,,,,
0.052,AP,1953,American Pale Wheat Ale,12,Honey Lav,,,,
0.042,AP,1956,American Pale Wheat Ale,205,Farmer's Daughter Wheat,,,,
0.058,AP,1989,American Pale Wheat Ale,76,,Oberon,,,
0.043,AP,2129,American Pale Wheat Ale,213,Monarch Classic American Wheat,,,,
0.068,AP,2160,American Pale Wheat Ale,24,,Joey Wheat,,,
0.047,AP,2192,American Pale Wheat Ale,200,,Occidental Hefeweizen,,,
0.042,AP,2201,American Pale Wheat Ale,88,,312 Urban Wheat Ale,,,
0.048,AP,2347,American Pale Wheat Ale,142,Hunny Do Wheat,,,,
0.059,AP,2360,American Pale Wheat Ale,135,Morning Wood Wheat (Current),,,,
0.045,AP,2375,American Pale Wheat Ale,124,,Mr. Blue Sky,,,
0.056,AP,2385,American Pale Wheat Ale,120,Watermelon Wheat,,,,
0.039,AP,2389,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
0.039,AP,2390,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
0.039,AP,2391,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
0.039,AP,2392,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
0.039,AP,2393,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
0.039,AP,2394,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
0.039,AP,2395,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
0.039,AP,2396,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
0.039,AP,2397,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
0.039,AP,2398,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
0.039,AP,2399,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
0.039,AP,2400,American Pale Wheat Ale,80,,Nonstop Hef Hop,,,
0.05,AP,2427,American Pale Wheat Ale,105,Suncaster Summer Wheat,,,,
0.051,AP,2431,American Pale Wheat Ale,26,,Bobblehead,,,
0.048,AP,2459,American Pale Wheat Ale,87,,Blackberry Wheat,,,
0.065,AP,2464,American Pale Wheat Ale,24,,Coconoats,,,
,AP,2489,American Pale Wheat Ale,77,Little Boss,,,,
0.058,AP,2494,American Pale Wheat Ale,76,Oberon,,,,
0.045,AP,2577,American Pale Wheat Ale,35,Summer Wheat,,,,
0.055,AP,2617,American Pale Wheat Ale,21,,Citra Faced,,,
0.061,AP,2648,American Pale Wheat Ale,6,Whitewater,,,,
0.047,AP,2661,American Pale Wheat Ale,4,Park,,,,
,IBU,41,American Pilsner,410,Elm City Lager (2007),,,,
,IBU,476,American Pilsner,536,Grand Canyon American Pilsner,,,,
29,IBU,567,American Pilsner,526,Churchkey Pilsner Style Beer,,,,
,IBU,884,American Pilsner,410,Elm City Pilsner,,,,
33,IBU,1137,American Pilsner,367,,Pre Flight Pilsner,,,
20,IBU,1153,American Pilsner,158,Lumberyard Pilsner,,,,
25,IBU,1195,American Pilsner,181,Wild Wolf American Pilsner,,,,
9,IBU,1397,American Pilsner,218,Two-One Niner,,,,
23,IBU,1469,American Pilsner,239,Tiny Bomb,,,,
,IBU,1541,American Pilsner,380,Double Play Pilsner,,,,
,IBU,1612,American Pilsner,363,Keeper (Current),,,,
,IBU,1931,American Pilsner,266,Fresh Cut Pilsner,,,,
17,IBU,2144,American Pilsner,187,Robert Earl Keen Honey Pils,,,,
45,IBU,2203,American Pilsner,97,Sunshine Pils,,,,
30,IBU,2224,American Pilsner,143,,Bohemian Pils,,,
,IBU,2234,American Pilsner,191,Monarch Pilsner,,,,
,IBU,2257,American Pilsner,178,Remain in Light,,,,
21,IBU,2295,American Pilsner,168,The Golden One,,,,
15,IBU,2306,American Pilsner,109,Summer Brew,,,,
,IBU,2336,American Pilsner,147,New Cleveland Palesner,,,,
,IBU,2351,American Pilsner,139,Behemoth,,,,
20,IBU,2403,American Pilsner,117,P-Town Pilsner,,,,
22,IBU,2404,American Pilsner,116,Hop in the ‘Pool Helles,,,,
,IBU,2455,American Pilsner,90,Lionshead,,,,
17,IBU,2679,American Pilsner,1,,Bloody Show,,,
0.05,AP,41,American Pilsner,410,Elm City Lager (2007),,,,
0.052,AP,476,American Pilsner,536,Grand Canyon American Pilsner,,,,
0.049,AP,567,American Pilsner,526,Churchkey Pilsner Style Beer,,,,
0.05,AP,884,American Pilsner,410,Elm City Pilsner,,,,
0.052,AP,1137,American Pilsner,367,,Pre Flight Pilsner,,,
0.053,AP,1153,American Pilsner,158,Lumberyard Pilsner,,,,
0.045,AP,1195,American Pilsner,181,Wild Wolf American Pilsner,,,,
0.048,AP,1397,American Pilsner,218,Two-One Niner,,,,
0.045,AP,1469,American Pilsner,239,Tiny Bomb,,,,
,AP,1541,American Pilsner,380,Double Play Pilsner,,,,
0.05,AP,1612,American Pilsner,363,Keeper (Current),,,,
0.046,AP,1931,American Pilsner,266,Fresh Cut Pilsner,,,,
0.05,AP,2144,American Pilsner,187,Robert Earl Keen Honey Pils,,,,
0.045,AP,2203,American Pilsner,97,Sunshine Pils,,,,
0.052,AP,2224,American Pilsner,143,,Bohemian Pils,,,
0.05,AP,2234,American Pilsner,191,Monarch Pilsner,,,,
0.05,AP,2257,American Pilsner,178,Remain in Light,,,,
0.063,AP,2295,American Pilsner,168,The Golden One,,,,
0.028,AP,2306,American Pilsner,109,Summer Brew,,,,
0.05,AP,2336,American Pilsner,147,New Cleveland Palesner,,,,
0.05,AP,2351,American Pilsner,139,Behemoth,,,,
0.04,AP,2403,American Pilsner,117,P-Town Pilsner,,,,
0.049,AP,2404,American Pilsner,116,Hop in the ‘Pool Helles,,,,
0.045,AP,2455,American Pilsner,90,Lionshead,,,,
0.055,AP,2679,American Pilsner,1,,Bloody Show,,,
30,IBU,32,American Porter,375,CoCoNut Porter,,,,
,IBU,272,American Porter,212,Pile O'Dirt Porter,,,,
22,IBU,316,American Porter,143,,Narragansett Porter,,,
28,IBU,416,American Porter,44,Eugene Porter,,,,
26,IBU,429,American Porter,528,Ninja Porter,,,,
33,IBU,441,American Porter,165,,Great Crescent Coconut Porter (2012),,,
24,IBU,694,American Porter,441,,Cache La Porter,,,
,IBU,710,American Porter,386,,Rye Porter,,,
31,IBU,761,American Porter,509,,P-51 Porter,,,
25,IBU,847,American Porter,314,,Old Tom Porter,,,
20,IBU,852,American Porter,30,Sex Panther (2014),,,,
55,IBU,917,American Porter,494,,Becky's Black Cat Porter,,,
50,IBU,949,American Porter,17,,3 Gear Robust Porter,,,
35,IBU,979,American Porter,374,Poop Deck Porter,,,,
,IBU,982,American Porter,279,Raincloud Robust Porter,,,,
34,IBU,984,American Porter,379,,Leaning Chimney Smoked Porter,,,
,IBU,998,American Porter,107,,Tent Pole Vanilla Porter,,,
,IBU,1076,American Porter,309,Power House Porter,,,,
,IBU,1092,American Porter,227,Penn Quarter Porter,,,,
,IBU,1105,American Porter,169,3 Picket Porter,,,,
65,IBU,1140,American Porter,141,José Martí American Porter,,,,
,IBU,1156,American Porter,463,Number 22 Porter,,,,
34,IBU,1237,American Porter,448,Pit Stop Chocolate Porter,,,,
33,IBU,1269,American Porter,165,,Great Crescent Coconut Porter,,,
,IBU,1347,American Porter,25,,Bourbon Barrel Cowbell,,,
,IBU,1483,American Porter,235,Back East Porter,,,,
,IBU,1485,American Porter,301,,Plowshare Porter,,,
,IBU,1525,American Porter,32,Yabba Dhaba Chai Tea Porter,,,,
52,IBU,1573,American Porter,219,Plum St. Porter,,,,
,IBU,1616,American Porter,160,Pumpkin Porter,,,,
33,IBU,1702,American Porter,165,,Bourbon Barrel Aged Coconut Porter,,,
,IBU,1724,American Porter,229,,Cal and Co. Black Cherry Porter,,,
35,IBU,1736,American Porter,45,,Zombie Monkie,,,
35,IBU,1754,American Porter,152,Parade Ground Coffee Porter,,,,
,IBU,1808,American Porter,155,Pilot Rock Porter,,,,
45,IBU,1849,American Porter,294,American Red Porter,,,,
30,IBU,1858,American Porter,172,,Hodad Porter,,,
40,IBU,1873,American Porter,287,Block Party Robust Porter,,,,
,IBU,1943,American Porter,263,Graham Cracker Porter,,,,
35,IBU,1993,American Porter,93,Panther,,,,
,IBU,2010,American Porter,141,Puppy's Breath Porter,,,,
30,IBU,2030,American Porter,246,Smoking Mirror,,,,
16,IBU,2062,American Porter,231,,Noche Dulce,,,
,IBU,2106,American Porter,96,King Coconut,,,,
52,IBU,2107,American Porter,219,Plum St. Porter,,,,
,IBU,2136,American Porter,175,,God Damn Pigeon Porter,,,
,IBU,2147,American Porter,211,#003 Brown & Robust Porter,,,,
23,IBU,2164,American Porter,25,,Cowbell,,,
27,IBU,2178,American Porter,203,Hawaiian Crow Porter,,,,
,IBU,2240,American Porter,10,,Rye Porter,,,
,IBU,2252,American Porter,182,,Gran Sport,,,
,IBU,2259,American Porter,177,Foreman,,,,
40,IBU,2317,American Porter,153,Fivepine Chocolate Porter,,,,
,IBU,2332,American Porter,149,Deadeye Jack,,,,
36,IBU,2333,American Porter,148,Psycho Penguin Vanilla Porter,,,,
,IBU,2356,American Porter,100,Pay It Forward Cocoa Porter,,,,
,IBU,2357,American Porter,136,Porter Culture,,,,
,IBU,2428,American Porter,105,Four String Vanilla Porter,,,,
,IBU,2429,American Porter,26,,Voodoo,,,
12,IBU,2502,American Porter,72,,Vanilla Java Porter,,,
23,IBU,2509,American Porter,69,,Porter (a/k/a Black Gold Porter),,,
25,IBU,2513,American Porter,68,,Vanilla Porter,,,
,IBU,2567,American Porter,50,Flying Mouse 8,,,,
11,IBU,2587,American Porter,39,,Vanilla Porter,,,
20,IBU,2599,American Porter,30,Sex Panther,,,,
20,IBU,2623,American Porter,17,,Cafe Leche,,,
35,IBU,2640,American Porter,7,,Peck's Porter,,,
25,IBU,2688,American Porter,0,,Stronghold,,,
0.057,AP,32,American Porter,375,CoCoNut Porter,,,,
0.069,AP,272,American Porter,212,Pile O'Dirt Porter,,,,
0.07,AP,316,American Porter,143,,Narragansett Porter,,,
0.068,AP,416,American Porter,44,Eugene Porter,,,,
0.053,AP,429,American Porter,528,Ninja Porter,,,,
0.056,AP,441,American Porter,165,,Great Crescent Coconut Porter (2012),,,
0.05,AP,694,American Porter,441,,Cache La Porter,,,
,AP,710,American Porter,386,,Rye Porter,,,
0.08,AP,761,American Porter,509,,P-51 Porter,,,
0.055,AP,847,American Porter,314,,Old Tom Porter,,,
0.069,AP,852,American Porter,30,Sex Panther (2014),,,,
0.07,AP,917,American Porter,494,,Becky's Black Cat Porter,,,
0.052,AP,949,American Porter,17,,3 Gear Robust Porter,,,
0.062,AP,979,American Porter,374,Poop Deck Porter,,,,
0.065,AP,982,American Porter,279,Raincloud Robust Porter,,,,
0.06,AP,984,American Porter,379,,Leaning Chimney Smoked Porter,,,
0.061,AP,998,American Porter,107,,Tent Pole Vanilla Porter,,,
0.057,AP,1076,American Porter,309,Power House Porter,,,,
0.055,AP,1092,American Porter,227,Penn Quarter Porter,,,,
0.055,AP,1105,American Porter,169,3 Picket Porter,,,,
0.08,AP,1140,American Porter,141,José Martí American Porter,,,,
0.064,AP,1156,American Porter,463,Number 22 Porter,,,,
0.037,AP,1237,American Porter,448,Pit Stop Chocolate Porter,,,,
0.056,AP,1269,American Porter,165,,Great Crescent Coconut Porter,,,
,AP,1347,American Porter,25,,Bourbon Barrel Cowbell,,,
0.06,AP,1483,American Porter,235,Back East Porter,,,,
0.055,AP,1485,American Porter,301,,Plowshare Porter,,,
0.055,AP,1525,American Porter,32,Yabba Dhaba Chai Tea Porter,,,,
0.057,AP,1573,American Porter,219,Plum St. Porter,,,,
0.051,AP,1616,American Porter,160,Pumpkin Porter,,,,
0.056,AP,1702,American Porter,165,,Bourbon Barrel Aged Coconut Porter,,,
,AP,1724,American Porter,229,,Cal and Co. Black Cherry Porter,,,
0.062,AP,1736,American Porter,45,,Zombie Monkie,,,
0.07,AP,1754,American Porter,152,Parade Ground Coffee Porter,,,,
0.06,AP,1808,American Porter,155,Pilot Rock Porter,,,,
0.071,AP,1849,American Porter,294,American Red Porter,,,,
0.055,AP,1858,American Porter,172,,Hodad Porter,,,
0.057,AP,1873,American Porter,287,Block Party Robust Porter,,,,
0.05,AP,1943,American Porter,263,Graham Cracker Porter,,,,
0.058,AP,1993,American Porter,93,Panther,,,,
0.06,AP,2010,American Porter,141,Puppy's Breath Porter,,,,
0.055,AP,2030,American Porter,246,Smoking Mirror,,,,
0.071,AP,2062,American Porter,231,,Noche Dulce,,,
0.054,AP,2106,American Porter,96,King Coconut,,,,
0.06,AP,2107,American Porter,219,Plum St. Porter,,,,
0.082,AP,2136,American Porter,175,,God Damn Pigeon Porter,,,
0.052,AP,2147,American Porter,211,#003 Brown & Robust Porter,,,,
0.054,AP,2164,American Porter,25,,Cowbell,,,
0.052,AP,2178,American Porter,203,Hawaiian Crow Porter,,,,
0.056,AP,2240,American Porter,10,,Rye Porter,,,
0.052,AP,2252,American Porter,182,,Gran Sport,,,
0.065,AP,2259,American Porter,177,Foreman,,,,
0.062,AP,2317,American Porter,153,Fivepine Chocolate Porter,,,,
0.06,AP,2332,American Porter,149,Deadeye Jack,,,,
0.054,AP,2333,American Porter,148,Psycho Penguin Vanilla Porter,,,,
0.07,AP,2356,American Porter,100,Pay It Forward Cocoa Porter,,,,
0.065,AP,2357,American Porter,136,Porter Culture,,,,
0.06,AP,2428,American Porter,105,Four String Vanilla Porter,,,,
0.048,AP,2429,American Porter,26,,Voodoo,,,
0.055,AP,2502,American Porter,72,,Vanilla Java Porter,,,
0.06,AP,2509,American Porter,69,,Porter (a/k/a Black Gold Porter),,,
0.047,AP,2513,American Porter,68,,Vanilla Porter,,,
0.04,AP,2567,American Porter,50,Flying Mouse 8,,,,
0.07,AP,2587,American Porter,39,,Vanilla Porter,,,
0.069,AP,2599,American Porter,30,Sex Panther,,,,
0.058,AP,2623,American Porter,17,,Cafe Leche,,,
0.065,AP,2640,American Porter,7,,Peck's Porter,,,
0.06,AP,2688,American Porter,0,,Stronghold,,,
36,IBU,371,American Stout,365,,Redband Stout,,,
65,IBU,455,American Stout,165,,Bourbon's Barrel Stout,,,
69,IBU,525,American Stout,46,,Diesel,,,
26,IBU,601,American Stout,471,,Winter Games Select #32 Stout,,,
,IBU,774,American Stout,264,Autumnal Molé Stout,,,,
,IBU,941,American Stout,256,,Secret Stache Stout,,,
,IBU,976,American Stout,368,Marooned On Hog Island,,,,
,IBU,1002,American Stout,477,Gerry Dog Stout,,,,
,IBU,1012,American Stout,380,467 Ethan's Stout,,,,
,IBU,1035,American Stout,424,Rocky Mountain Oyster Stout,,,,
,IBU,1075,American Stout,386,,Stout Ol' Friend (2012),,,
,IBU,1192,American Stout,264,Vernal Minthe Stout,,,,
,IBU,1231,American Stout,161,There Will Be Stout,,,,
,IBU,1277,American Stout,438,,CEO Stout,,,
15,IBU,1297,American Stout,264,Estival Cream Stout,,,,
,IBU,1306,American Stout,431,Buck Snort Stout,,,,
58,IBU,1455,American Stout,405,,Sudice American Stout,,,
,IBU,1486,American Stout,301,,Resolution Rye Stout,,,
40,IBU,1493,American Stout,209,,Black House,,,
,IBU,1538,American Stout,386,,Stout Ol' Friend,,,
29,IBU,1571,American Stout,377,,Slow Hand Stout,,,
,IBU,1575,American Stout,376,,Polar Night Stout,,,
40,IBU,1580,American Stout,374,Trolley Stop Stout,,,,
,IBU,1582,American Stout,174,,Irish Channel Stout,,,
35,IBU,1594,American Stout,367,,Maylani's Coconut Stout,,,
27,IBU,1668,American Stout,150,Overcast Espresso Stout,,,,
,IBU,1689,American Stout,63,Snowcat Coffee Stout,,,,
40,IBU,1832,American Stout,298,Adam's Stout,,,,
,IBU,1949,American Stout,10,,Pothole Stout,,,
,IBU,2006,American Stout,10,,Moe Lasses',,,
,IBU,2039,American Stout,193,Uroboros,,,,
45,IBU,2056,American Stout,236,Black Me Stout,,,,
,IBU,2109,American Stout,175,,Freedom Fries,,,
35,IBU,2200,American Stout,80,,Survival Stout,,,
47,IBU,2268,American Stout,161,,Pretzel Stout,,,
,IBU,2330,American Stout,149,,Pistols at Dawn,,,
,IBU,2411,American Stout,113,Nitro Can Coffee Stout,,,,
,IBU,2490,American Stout,77,Professor Black,,,,
54,IBU,2639,American Stout,8,,Dark Star,,,
0.06,AP,371,American Stout,365,,Redband Stout,,,
0.075,AP,455,American Stout,165,,Bourbon's Barrel Stout,,,
0.063,AP,525,American Stout,46,,Diesel,,,
0.057,AP,601,American Stout,471,,Winter Games Select #32 Stout,,,
,AP,774,American Stout,264,Autumnal Molé Stout,,,,
0.053,AP,941,American Stout,256,,Secret Stache Stout,,,
0.079,AP,976,American Stout,368,Marooned On Hog Island,,,,
0.065,AP,1002,American Stout,477,Gerry Dog Stout,,,,
0.05,AP,1012,American Stout,380,467 Ethan's Stout,,,,
0.075,AP,1035,American Stout,424,Rocky Mountain Oyster Stout,,,,
0.064,AP,1075,American Stout,386,,Stout Ol' Friend (2012),,,
0.058,AP,1192,American Stout,264,Vernal Minthe Stout,,,,
0.065,AP,1231,American Stout,161,There Will Be Stout,,,,
0.059,AP,1277,American Stout,438,,CEO Stout,,,
0.058,AP,1297,American Stout,264,Estival Cream Stout,,,,
